n_bins,strategy,method,initial_mi,mean_mi,std_mi,min_mi,max_mi,n_runs,mean_improvement
4,uniform,N/A,0.2741376259330808,0.06910831885417981,0.020844150765940195,0.025896811742764703,0.10262117107630564,10,-0.20502930707890096
4,quantile,inverted_cdf,0.2741376259330808,0.20523651564696568,0.01952253098625641,0.18251617968213774,0.24075300790648813,10,-0.06890111028611509
4,quantile,averaged_inverted_cdf,0.2741376259330808,0.2059931525323609,0.01941416900532356,0.18347277439329512,0.24192061217409178,10,-0.06814447340071988
4,quantile,closest_observation,0.2741376259330808,0.20523651564696568,0.01952253098625641,0.18251617968213774,0.24075300790648813,10,-0.06890111028611509
4,quantile,interpolated_inverted_cdf,0.2741376259330808,0.20523651564696568,0.01952253098625641,0.18251617968213774,0.24075300790648813,10,-0.06890111028611509
4,quantile,hazen,0.2741376259330808,0.2059931525323609,0.01941416900532356,0.18347277439329512,0.24192061217409178,10,-0.06814447340071988
4,quantile,weibull,0.2741376259330808,0.2059931525323609,0.01941416900532356,0.18347277439329512,0.24192061217409178,10,-0.06814447340071988
4,quantile,linear,0.2741376259330808,0.2059931525323609,0.01941416900532356,0.18347277439329512,0.24192061217409178,10,-0.06814447340071988
4,quantile,median_unbiased,0.2741376259330808,0.2059931525323609,0.01941416900532356,0.18347277439329512,0.24192061217409178,10,-0.06814447340071988
4,quantile,normal_unbiased,0.2741376259330808,0.2059931525323609,0.01941416900532356,0.18347277439329512,0.24192061217409178,10,-0.06814447340071988
4,kmeans,N/A,0.2741376259330808,0.21577256822058882,0.00931685585697492,0.20079468306820636,0.2297463744870265,10,-0.05836505771249195
8,uniform,N/A,0.2741376259330808,0.17348193909675036,0.01671403240286449,0.15165608693001253,0.19569005533923178,10,-0.10065568683633042
8,quantile,inverted_cdf,0.2741376259330808,0.23198052987412057,0.011762964834094863,0.2119941319764218,0.25024046730808513,10,-0.0421570960589602
8,quantile,averaged_inverted_cdf,0.2741376259330808,0.23218594730866626,0.01186429141891538,0.22097187582873046,0.25514260008991974,10,-0.04195167862441451
8,quantile,closest_observation,0.2741376259330808,0.23198052987412057,0.011762964834094863,0.2119941319764218,0.25024046730808513,10,-0.0421570960589602
8,quantile,interpolated_inverted_cdf,0.2741376259330808,0.23198052987412057,0.011762964834094863,0.2119941319764218,0.25024046730808513,10,-0.0421570960589602
8,quantile,hazen,0.2741376259330808,0.23218594730866626,0.01186429141891538,0.22097187582873046,0.25514260008991974,10,-0.04195167862441451
8,quantile,weibull,0.2741376259330808,0.23218594730866626,0.01186429141891538,0.22097187582873046,0.25514260008991974,10,-0.04195167862441451
8,quantile,linear,0.2741376259330808,0.23218594730866626,0.01186429141891538,0.22097187582873046,0.25514260008991974,10,-0.04195167862441451
8,quantile,median_unbiased,0.2741376259330808,0.23218594730866626,0.01186429141891538,0.22097187582873046,0.25514260008991974,10,-0.04195167862441451
8,quantile,normal_unbiased,0.2741376259330808,0.23218594730866626,0.01186429141891538,0.22097187582873046,0.25514260008991974,10,-0.04195167862441451
8,kmeans,N/A,0.2741376259330808,0.21869659842996345,0.007190085070692969,0.2089845165494777,0.23185349615109563,10,-0.05544102750311733
16,uniform,N/A,0.2741376259330808,0.21150530787977145,0.015739163509724683,0.1881194052551125,0.23662695557819213,10,-0.06263231805330932
16,quantile,inverted_cdf,0.2741376259330808,0.2347125416376566,0.008564989437435578,0.2251460352485739,0.2546469402664626,10,-0.039425084295424184
16,quantile,averaged_inverted_cdf,0.2741376259330808,0.23604993197242008,0.008781588186254937,0.22191725407428753,0.24744542409782389,10,-0.038087693960660696
16,quantile,closest_observation,0.2741376259330808,0.23817669812884307,0.008868677162960439,0.2298417374742272,0.25959585000050733,10,-0.03596092780423771
16,quantile,interpolated_inverted_cdf,0.2741376259330808,0.2347125416376566,0.008564989437435578,0.2251460352485739,0.2546469402664626,10,-0.039425084295424184
16,quantile,hazen,0.2741376259330808,0.23604993197242008,0.008781588186254937,0.22191725407428753,0.24744542409782389,10,-0.038087693960660696
16,quantile,weibull,0.2741376259330808,0.2386850230029339,0.009346752776178018,0.22126419805002406,0.2514571315770433,10,-0.035452602930146876
16,quantile,linear,0.2741376259330808,0.23655282061093058,0.008009515609836282,0.22362467317289125,0.24819002095313958,10,-0.037584805322150194
16,quantile,median_unbiased,0.2741376259330808,0.2386850230029339,0.009346752776178018,0.22126419805002406,0.2514571315770433,10,-0.035452602930146876
16,quantile,normal_unbiased,0.2741376259330808,0.2386850230029339,0.009346752776178018,0.22126419805002406,0.2514571315770433,10,-0.035452602930146876
16,kmeans,N/A,0.2741376259330808,0.2504330710468801,0.009933766033380479,0.2320649580172336,0.2662365719935129,10,-0.023704554886200657
32,uniform,N/A,0.2741376259330808,0.2458452864428214,0.012942746238632357,0.22305500730481187,0.26313419621365886,10,-0.02829233949025939
32,quantile,inverted_cdf,0.2741376259330808,0.24842687723651005,0.012123105405680273,0.22591571930797238,0.26892435539977133,10,-0.025710748696570723
32,quantile,averaged_inverted_cdf,0.2741376259330808,0.2535038356282791,0.013063486715733156,0.23116841713690195,0.2754287543952503,10,-0.02063379030480167
32,quantile,closest_observation,0.2741376259330808,0.24888711949109882,0.0116757291209993,0.22474050082270502,0.26404496118939114,10,-0.025250506441981957
32,quantile,interpolated_inverted_cdf,0.2741376259330808,0.24842687723651005,0.012123105405680273,0.22591571930797238,0.26892435539977133,10,-0.025710748696570723
32,quantile,hazen,0.2741376259330808,0.2516138386793285,0.012938488237646841,0.22873845736577558,0.274609774098028,10,-0.02252378725375226
32,quantile,weibull,0.2741376259330808,0.2545280900114685,0.013839024253125167,0.22828591337387283,0.28013008971768105,10,-0.019609535921612298
32,quantile,linear,0.2741376259330808,0.2533900494648097,0.013471540286439007,0.225764269430607,0.274336290683894,10,-0.02074757646827108
32,quantile,median_unbiased,0.2741376259330808,0.2554390745953173,0.013451186949265432,0.23053543522587794,0.2811045826711054,10,-0.01869855133776349
32,quantile,normal_unbiased,0.2741376259330808,0.2554390745953173,0.013451186949265432,0.23053543522587794,0.2811045826711054,10,-0.01869855133776349
32,kmeans,N/A,0.2741376259330808,0.25719788927002857,0.008644466041523698,0.24214257834150366,0.2725486445638816,10,-0.016939736663052207
64,uniform,N/A,0.2741376259330808,0.2518779468113581,0.007122930266562105,0.24302649012483424,0.26496046173416476,10,-0.022259679121722664
64,quantile,inverted_cdf,0.2741376259330808,0.253364229113008,0.00798342224484754,0.24240624387451515,0.27303386648340666,10,-0.020773396820072787
64,quantile,averaged_inverted_cdf,0.2741376259330808,0.25227260505314153,0.007685618534658385,0.24076050746000077,0.27047423899835144,10,-0.021865020879939245
64,quantile,closest_observation,0.2741376259330808,0.25981330589528934,0.006724642786897754,0.24547598207138988,0.2730421844881321,10,-0.014324320037791438
64,quantile,interpolated_inverted_cdf,0.2741376259330808,0.253364229113008,0.00798342224484754,0.24240624387451515,0.27303386648340666,10,-0.020773396820072787
64,quantile,hazen,0.2741376259330808,0.2507142057339796,0.008281859117266544,0.24187068974758752,0.26902104257644677,10,-0.023423420199101153
64,quantile,weibull,0.2741376259330808,0.257295051217421,0.007663995845508278,0.24599103827050772,0.27250557311891654,10,-0.016842574715659753
64,quantile,linear,0.2741376259330808,0.25579149326957307,0.006885148634427371,0.24357978923029422,0.270989587893385,10,-0.018346132663507708
64,quantile,median_unbiased,0.2741376259330808,0.25557899930016015,0.008629913799735621,0.2428476704880551,0.27502491600673706,10,-0.018558626632920627
64,quantile,normal_unbiased,0.2741376259330808,0.25557899930016015,0.008629913799735621,0.2428476704880551,0.27502491600673706,10,-0.018558626632920627
64,kmeans,N/A,0.2741376259330808,0.2478360532505061,0.009109437493921322,0.23300919844768386,0.26225076245183376,10,-0.026301572682574687
100,uniform,N/A,0.2741376259330808,0.24627973397104821,0.008383696748980714,0.23363230073348862,0.26009027725270495,10,-0.02785789196203256
100,quantile,inverted_cdf,0.2741376259330808,0.2550145928964051,0.005404228479282021,0.24150722714419715,0.261400379099755,10,-0.019123033036675674
100,quantile,averaged_inverted_cdf,0.2741376259330808,0.2579099107841204,0.005945163287163144,0.2434176355210318,0.26453422234100143,10,-0.016227715148960375
100,quantile,closest_observation,0.2741376259330808,0.2591473352011552,0.007966232637556402,0.24850213637468732,0.2737993369721192,10,-0.014990290731925593
100,quantile,interpolated_inverted_cdf,0.2741376259330808,0.2550145928964051,0.005404228479282021,0.24150722714419715,0.261400379099755,10,-0.019123033036675674
100,quantile,hazen,0.2741376259330808,0.2614779507616012,0.007058156768267603,0.25119576724191406,0.27483470054768255,10,-0.01265967517147959
100,quantile,weibull,0.2741376259330808,0.269642877196346,0.006530095380227822,0.25919688968857235,0.2801446266172736,10,-0.004494748736734777
100,quantile,linear,0.2741376259330808,0.2585078420793988,0.005945466685469293,0.24801197810719322,0.2679310910187127,10,-0.015629783853681967
100,quantile,median_unbiased,0.2741376259330808,0.2689667294731052,0.006443330799509784,0.2588891854837647,0.2801389440873314,10,-0.0051708964599755936
100,quantile,normal_unbiased,0.2741376259330808,0.2689667294731052,0.006443330799509784,0.2588891854837647,0.2801389440873314,10,-0.0051708964599755936
100,kmeans,N/A,0.2741376259330808,0.24013128010401844,0.010436593320900871,0.22577152557180624,0.262048211947699,10,-0.03400634582906234
140,uniform,N/A,0.2741376259330808,0.2381439412138806,0.008767488460858387,0.22373320211762815,0.2514916317122613,10,-0.03599368471920017
140,quantile,inverted_cdf,0.2741376259330808,0.26962559270165315,0.0037600647886486863,0.26457802278851617,0.2786310774122511,10,-0.004512033231427626
140,quantile,averaged_inverted_cdf,0.2741376259330808,0.27173361521504286,0.0030215520224919122,0.2669893292069585,0.27820419998548873,10,-0.002404010718037919
140,quantile,closest_observation,0.2741376259330808,0.2709769504773215,0.002273873432832254,0.26687803683694034,0.2759992836604266,10,-0.0031606754557592653
140,quantile,interpolated_inverted_cdf,0.2741376259330808,0.26962559270165315,0.0037600647886486863,0.26457802278851617,0.2786310774122511,10,-0.004512033231427626
140,quantile,hazen,0.2741376259330808,0.2555348415872287,0.007083000331217464,0.2472758433838158,0.2696732751032205,10,-0.018602784345852053
140,quantile,weibull,0.2741376259330808,0.24696873755126317,0.006553623628601162,0.23785486999115402,0.2598017560616248,10,-0.027168888381817607
140,quantile,linear,0.2741376259330808,0.2734148917745588,0.004132125786139379,0.2668153180389963,0.2808697499268278,10,-0.000722734158521976
140,quantile,median_unbiased,0.2741376259330808,0.25606511472077864,0.007427803091424855,0.2459663609588767,0.2701731017144027,10,-0.018072511212302134
140,quantile,normal_unbiased,0.2741376259330808,0.25606490907092516,0.007354054894832661,0.24603407493504115,0.2701731017144027,10,-0.018072716862155613
140,kmeans,N/A,0.2741376259330808,0.2565449639164998,0.008412037805126508,0.2433479001581278,0.27054040840753557,10,-0.017592662016580995
160,uniform,N/A,0.2741376259330808,0.2592530624242292,0.010956973188412029,0.2365621489692391,0.27769707100344543,10,-0.01488456350885159
160,quantile,inverted_cdf,0.2741376259330808,0.26436867556670196,0.00695302232501987,0.25643519815697213,0.280799418029136,10,-0.009768950366378815
160,quantile,averaged_inverted_cdf,0.2741376259330808,0.2615353148175422,0.005823395222172094,0.25478786030318057,0.2726162767736391,10,-0.012602311115538556
160,quantile,closest_observation,0.2741376259330808,0.2681832896012625,0.003938016249229618,0.2602622076153034,0.2731996855346295,10,-0.0059543363318183
160,quantile,interpolated_inverted_cdf,0.2741376259330808,0.26436867556670196,0.00695302232501987,0.25643519815697213,0.280799418029136,10,-0.009768950366378815
160,quantile,hazen,0.2741376259330808,0.2569494755064235,0.004352803221072226,0.24862160327891458,0.2641535848976133,10,-0.017188150426657278
160,quantile,weibull,0.2741376259330808,0.26348901914687356,0.0036843945680895204,0.25672106160971553,0.26788437814423616,10,-0.010648606786207215
160,quantile,linear,0.2741376259330808,0.2598144192597479,0.004773579601947558,0.2506041583652783,0.26698490248785367,10,-0.014323206673332867
160,quantile,median_unbiased,0.2741376259330808,0.26125453783948305,0.0037945641688260953,0.25571128292823864,0.2683064127036101,10,-0.012883088093597728
160,quantile,normal_unbiased,0.2741376259330808,0.2610474233577206,0.0036530702924239765,0.2557789969044033,0.2683064127036101,10,-0.0130902025753602
160,kmeans,N/A,0.2741376259330808,0.2622397686368465,0.006383218065290923,0.25793793524850206,0.28001940050625085,10,-0.011897857296234271
180,uniform,N/A,0.2741376259330808,0.2526454318872566,0.011112491318167654,0.2334689889168653,0.2674818661593441,10,-0.021492194045824198
180,quantile,inverted_cdf,0.2741376259330808,0.2609474305830989,0.005340374037409348,0.2515896486589708,0.2677554415808068,10,-0.013190195349981892
180,quantile,averaged_inverted_cdf,0.2741376259330808,0.2615261989652349,0.0048666654072304265,0.2539301245595347,0.26919564876912183,10,-0.012611426967845896
180,quantile,closest_observation,0.2741376259330808,0.272803152791516,0.0053360305478890304,0.2632550768033015,0.2792919782245462,10,-0.0013344731415647626
180,quantile,interpolated_inverted_cdf,0.2741376259330808,0.2609474305830989,0.005340374037409348,0.2515896486589708,0.2677554415808068,10,-0.013190195349981892
180,quantile,hazen,0.2741376259330808,0.2522967522971669,0.0046682766992978105,0.2462739727904819,0.26197638066524376,10,-0.02184087363591386
180,quantile,weibull,0.2741376259330808,0.2544442923014644,0.004612918354480136,0.24715114002332106,0.26166117466525995,10,-0.01969333363161635
180,quantile,linear,0.2741376259330808,0.2563352334556067,0.0048805124860815405,0.2501472907785982,0.2654113641427236,10,-0.01780239247747406
180,quantile,median_unbiased,0.2741376259330808,0.24839138578034664,0.0036577163154971667,0.24111958811299128,0.2552388172970348,10,-0.025746240152734134
180,quantile,normal_unbiased,0.2741376259330808,0.24726715848540107,0.0033556960072063462,0.2396931529388322,0.252837720613559,10,-0.026870467447679708
180,kmeans,N/A,0.2741376259330808,0.27054855648107534,0.006729941443134933,0.25572432215779184,0.2794058980804577,10,-0.0035890694520054334
200,uniform,N/A,0.2741376259330808,0.24802539164299547,0.011649598526664355,0.22974951574828006,0.2673056086724286,10,-0.0261122342900853
200,quantile,inverted_cdf,0.2741376259330808,0.25646575491828016,0.004659776039531691,0.25048341121699513,0.26451888850371086,10,-0.01767187101480061
200,quantile,averaged_inverted_cdf,0.2741376259330808,0.2567736757986201,0.004579966091968888,0.24893257206946262,0.2626613892096734,10,-0.01736395013446068
200,quantile,closest_observation,0.2741376259330808,0.26535528979734213,0.007638197720885719,0.2531432374589444,0.27986536105609594,10,-0.008782336135738644
