n_bins,strategy,method,initial_mi,mean_mi,std_mi,min_mi,max_mi,n_runs,mean_improvement
4,uniform,N/A,0.06238263240040376,0.0526410302621535,0.025566037973331953,0.027694879577532916,0.11210253331757936,10,-0.00974160213825026
4,quantile,inverted_cdf,0.06238263240040376,0.03951701945969073,0.015395861126479789,0.007846020679641352,0.06536308367028432,10,-0.02286561294071303
4,quantile,averaged_inverted_cdf,0.06238263240040376,0.03946718470915178,0.015447331247754463,0.007813839441474624,0.0649362804265794,10,-0.022915447691251978
4,quantile,closest_observation,0.06238263240040376,0.03951701945969073,0.015395861126479789,0.007846020679641352,0.06536308367028432,10,-0.02286561294071303
4,quantile,interpolated_inverted_cdf,0.06238263240040376,0.03951701945969073,0.015395861126479789,0.007846020679641352,0.06536308367028432,10,-0.02286561294071303
4,quantile,hazen,0.06238263240040376,0.03946718470915178,0.015447331247754463,0.007813839441474624,0.0649362804265794,10,-0.022915447691251978
4,quantile,weibull,0.06238263240040376,0.03946718470915178,0.015447331247754463,0.007813839441474624,0.0649362804265794,10,-0.022915447691251978
4,quantile,linear,0.06238263240040376,0.03946718470915178,0.015447331247754463,0.007813839441474624,0.0649362804265794,10,-0.022915447691251978
4,quantile,median_unbiased,0.06238263240040376,0.03946718470915178,0.015447331247754463,0.007813839441474624,0.0649362804265794,10,-0.022915447691251978
4,quantile,normal_unbiased,0.06238263240040376,0.03946718470915178,0.015447331247754463,0.007813839441474624,0.0649362804265794,10,-0.022915447691251978
4,kmeans,N/A,0.06238263240040376,0.039866191278100406,0.015488617634066868,0.013638183866725662,0.0635338112400925,10,-0.022516441122303353
8,uniform,N/A,0.06238263240040376,0.054818354719022036,0.021666627819917,0.029785189969882886,0.10837345714845936,10,-0.007564277681381723
8,quantile,inverted_cdf,0.06238263240040376,0.06377607552941018,0.011795952874163124,0.03845851952230195,0.0776660104698923,10,0.0013934431290064248
8,quantile,averaged_inverted_cdf,0.06238263240040376,0.06427158493065326,0.010253313353199095,0.04206211719360531,0.079256044718377,10,0.0018889525302494964
8,quantile,closest_observation,0.06238263240040376,0.06377607552941018,0.011795952874163124,0.03845851952230195,0.0776660104698923,10,0.0013934431290064248
8,quantile,interpolated_inverted_cdf,0.06238263240040376,0.06377607552941018,0.011795952874163124,0.03845851952230195,0.0776660104698923,10,0.0013934431290064248
8,quantile,hazen,0.06238263240040376,0.06427158493065326,0.010253313353199095,0.04206211719360531,0.079256044718377,10,0.0018889525302494964
8,quantile,weibull,0.06238263240040376,0.06427158493065326,0.010253313353199095,0.04206211719360531,0.079256044718377,10,0.0018889525302494964
8,quantile,linear,0.06238263240040376,0.06427158493065326,0.010253313353199095,0.04206211719360531,0.079256044718377,10,0.0018889525302494964
8,quantile,median_unbiased,0.06238263240040376,0.06427158493065326,0.010253313353199095,0.04206211719360531,0.079256044718377,10,0.0018889525302494964
8,quantile,normal_unbiased,0.06238263240040376,0.06427158493065326,0.010253313353199095,0.04206211719360531,0.079256044718377,10,0.0018889525302494964
8,kmeans,N/A,0.06238263240040376,0.04434277187692683,0.018435879086342328,0.015540789107547415,0.08283839844680996,10,-0.018039860523476926
16,uniform,N/A,0.06238263240040376,0.05685739622382864,0.024569777635933182,0.029513733047240143,0.1092784356853449,10,-0.0055252361765751185
16,quantile,inverted_cdf,0.06238263240040376,0.062201963186428344,0.01451072406204649,0.030477726995158383,0.09092676143092038,10,-0.00018066921397541513
16,quantile,averaged_inverted_cdf,0.06238263240040376,0.06355188712031612,0.014499415741926416,0.03476204702374219,0.09034536717830677,10,0.0011692547199123604
16,quantile,closest_observation,0.06238263240040376,0.06104812670313338,0.015384269128545456,0.026103457876170744,0.08969366842846105,10,-0.00133450569727038
16,quantile,interpolated_inverted_cdf,0.06238263240040376,0.062201963186428344,0.01451072406204649,0.030477726995158383,0.09092676143092038,10,-0.00018066921397541513
16,quantile,hazen,0.06238263240040376,0.06355188712031612,0.014499415741926416,0.03476204702374219,0.09034536717830677,10,0.0011692547199123604
16,quantile,weibull,0.06238263240040376,0.06320253113371659,0.013507482481610213,0.03901228866394857,0.08968341819120962,10,0.0008198987333128266
16,quantile,linear,0.06238263240040376,0.06494092545131994,0.014109921208865507,0.03421455497536652,0.08817953506720078,10,0.002558293050916177
16,quantile,median_unbiased,0.06238263240040376,0.06320253113371659,0.013507482481610213,0.03901228866394857,0.08968341819120962,10,0.0008198987333128266
16,quantile,normal_unbiased,0.06238263240040376,0.06320253113371659,0.013507482481610213,0.03901228866394857,0.08968341819120962,10,0.0008198987333128266
16,kmeans,N/A,0.06238263240040376,0.05613107743540864,0.016826851169210517,0.02918161044399814,0.0790010494505553,10,-0.006251554964995118
32,uniform,N/A,0.06238263240040376,0.05301751940153956,0.019116537551908234,0.02732029750931453,0.08032927398349732,10,-0.009365112998864202
32,quantile,inverted_cdf,0.06238263240040376,0.054995966466386936,0.01750792309580972,0.02578283149008942,0.07425981015204819,10,-0.007386665934016823
32,quantile,averaged_inverted_cdf,0.06238263240040376,0.05553443337894663,0.018294886982254406,0.025293915680444812,0.07742134702130055,10,-0.006848199021457127
32,quantile,closest_observation,0.06238263240040376,0.054811569712395716,0.01826557025763446,0.023564024863705013,0.07653715865422228,10,-0.007571062688008043
32,quantile,interpolated_inverted_cdf,0.06238263240040376,0.054995966466386936,0.01750792309580972,0.02578283149008942,0.07425981015204819,10,-0.007386665934016823
32,quantile,hazen,0.06238263240040376,0.05550154758313726,0.016579405495796794,0.028507585002870872,0.07336078238160426,10,-0.0068810848172665
32,quantile,weibull,0.06238263240040376,0.057495274009056165,0.01737621672718987,0.02792722720460139,0.08013640617044726,10,-0.004887358391347595
32,quantile,linear,0.06238263240040376,0.0560241144591709,0.015263896196295387,0.032915267295124284,0.07724556208318023,10,-0.006358517941232857
32,quantile,median_unbiased,0.06238263240040376,0.05504198904699405,0.01658770071691091,0.028289361325139817,0.07377096019232532,10,-0.007340643353409712
32,quantile,normal_unbiased,0.06238263240040376,0.05504198904699405,0.01658770071691091,0.028289361325139817,0.07377096019232532,10,-0.007340643353409712
32,kmeans,N/A,0.06238263240040376,0.05889780023575573,0.015545705667666342,0.0343813123156953,0.08751824867485603,10,-0.0034848321646480315
64,uniform,N/A,0.06238263240040376,0.055089956450620516,0.014437976510031486,0.040242478299839624,0.08697328033136942,10,-0.007292675949783244
64,quantile,inverted_cdf,0.06238263240040376,0.06509531439269027,0.008934740360908256,0.04446786341544606,0.07967187748806337,10,0.0027126819922865114
64,quantile,averaged_inverted_cdf,0.06238263240040376,0.06248122701191716,0.008763710477345496,0.04171890228743025,0.07325181526261337,10,9.859461151340287e-05
64,quantile,closest_observation,0.06238263240040376,0.06240219609015039,0.00982132616342553,0.04765475506485539,0.07644074465856376,10,1.9563689746628088e-05
64,quantile,interpolated_inverted_cdf,0.06238263240040376,0.06509531439269027,0.008934740360908256,0.04446786341544606,0.07967187748806337,10,0.0027126819922865114
64,quantile,hazen,0.06238263240040376,0.06300254620726076,0.012531388188187866,0.03200954714290294,0.07572357007305941,10,0.0006199138068569976
64,quantile,weibull,0.06238263240040376,0.06650187270275285,0.012559536218764648,0.03455826088047931,0.08011706294272081,10,0.0041192403023490864
64,quantile,linear,0.06238263240040376,0.06009150733565081,0.010830892581969724,0.03488163641204722,0.07082156216290181,10,-0.002291125064752951
64,quantile,median_unbiased,0.06238263240040376,0.06420163195161303,0.011929179797868323,0.034775132266607445,0.079760764113606,10,0.0018189995512092744
64,quantile,normal_unbiased,0.06238263240040376,0.06948688494931081,0.011278088141406642,0.041673015521160206,0.0834701293766682,10,0.00710425254890705
64,kmeans,N/A,0.06238263240040376,0.05800906688587555,0.016520045105216378,0.027770946654072093,0.08551746209797928,10,-0.004373565514528208
100,uniform,N/A,0.06238263240040376,0.05779692523292115,0.014292060140801647,0.03822556916173259,0.08794671462384573,10,-0.0045857071674826125
100,quantile,inverted_cdf,0.06238263240040376,0.06162061764335889,0.008565204725511722,0.041571573667834594,0.0706742269752072,10,-0.0007620147570448696
100,quantile,averaged_inverted_cdf,0.06238263240040376,0.06488356654891339,0.009156224243260161,0.04394465051274232,0.07570859987929857,10,0.0025009341485096315
100,quantile,closest_observation,0.06238263240040376,0.05342046169107299,0.005268435192774007,0.046099448873165416,0.06455555187011663,10,-0.008962170709330766
100,quantile,interpolated_inverted_cdf,0.06238263240040376,0.06162061764335889,0.008565204725511722,0.041571573667834594,0.0706742269752072,10,-0.0007620147570448696
100,quantile,hazen,0.06238263240040376,0.06017422570969264,0.01385299999057343,0.043090944781240426,0.08352510878932384,10,-0.0022084066907111163
100,quantile,weibull,0.06238263240040376,0.06061431181619814,0.01214897431866897,0.03877938509219536,0.08122067502821495,10,-0.0017683205842056182
100,quantile,linear,0.06238263240040376,0.06645138675907722,0.01139477625462538,0.04893299007805618,0.0856165198649157,10,0.00406875435867346
100,quantile,median_unbiased,0.06238263240040376,0.06219228880693202,0.0132787928750126,0.04280186082138182,0.0837087102447005,10,-0.00019034359347173957
100,quantile,normal_unbiased,0.06238263240040376,0.05967415555293234,0.013458687108678341,0.04113246947329352,0.08216281204850562,10,-0.0027084768474714208
100,kmeans,N/A,0.06238263240040376,0.05908084049933755,0.011373371057947808,0.03898277989168086,0.07753441069685962,10,-0.003301791901066206
140,uniform,N/A,0.06238263240040376,0.0472796236710679,0.009164620862925446,0.031465199797792165,0.0626241356250572,10,-0.015103008729335857
140,quantile,inverted_cdf,0.06238263240040376,0.0641897908899337,0.005263688236459366,0.05454037303668202,0.07303391928038505,10,0.0018071584895299475
140,quantile,averaged_inverted_cdf,0.06238263240040376,0.06618495632700057,0.005510676872241186,0.05658178819429427,0.07690715871700471,10,0.0038023239265968095
