n_bins,strategy,method,initial_mi,mean_mi,std_mi,min_mi,max_mi,n_runs,mean_improvement
4,uniform,N/A,0.21078230895996541,0.1907864270973659,0.019065346726169538,0.1541660536536873,0.2116399451583877,10,-0.019995881862599513
4,quantile,inverted_cdf,0.21078230895996541,0.1919639171868104,0.012032493774593485,0.17244167851628234,0.20794408308162837,10,-0.018818391773155002
4,quantile,averaged_inverted_cdf,0.21078230895996541,0.1927195830543785,0.011773897288482684,0.1745666147748921,0.2090257364002328,10,-0.018062725905586913
4,quantile,closest_observation,0.21078230895996541,0.1919639171868104,0.012032493774593485,0.17244167851628234,0.20794408308162837,10,-0.018818391773155002
4,quantile,interpolated_inverted_cdf,0.21078230895996541,0.1919639171868104,0.012032493774593485,0.17244167851628234,0.20794408308162837,10,-0.018818391773155002
4,quantile,hazen,0.21078230895996541,0.1927195830543785,0.011773897288482684,0.1745666147748921,0.2090257364002328,10,-0.018062725905586913
4,quantile,weibull,0.21078230895996541,0.1927195830543785,0.011773897288482684,0.1745666147748921,0.2090257364002328,10,-0.018062725905586913
4,quantile,linear,0.21078230895996541,0.1927195830543785,0.011773897288482684,0.1745666147748921,0.2090257364002328,10,-0.018062725905586913
4,quantile,median_unbiased,0.21078230895996541,0.1927195830543785,0.011773897288482684,0.1745666147748921,0.2090257364002328,10,-0.018062725905586913
4,quantile,normal_unbiased,0.21078230895996541,0.1927195830543785,0.011773897288482684,0.1745666147748921,0.2090257364002328,10,-0.018062725905586913
4,kmeans,N/A,0.21078230895996541,0.18925526433670334,0.011391358502300128,0.16596065452787578,0.20409897481323847,10,-0.021527044623262076
8,uniform,N/A,0.21078230895996541,0.20875687091772305,0.017403929547029677,0.1801493279772306,0.2329714078099394,10,-0.002025438042242367
8,quantile,inverted_cdf,0.21078230895996541,0.2065351622571539,0.013710015560598646,0.18185954921330505,0.23054558818646265,10,-0.004247146702811511
8,quantile,averaged_inverted_cdf,0.21078230895996541,0.20763929120755878,0.014311045320021703,0.1881074125709541,0.23455336113127467,10,-0.003143017752406635
8,quantile,closest_observation,0.21078230895996541,0.2065351622571539,0.013710015560598646,0.18185954921330505,0.23054558818646265,10,-0.004247146702811511
8,quantile,interpolated_inverted_cdf,0.21078230895996541,0.2065351622571539,0.013710015560598646,0.18185954921330505,0.23054558818646265,10,-0.004247146702811511
8,quantile,hazen,0.21078230895996541,0.20763929120755878,0.014311045320021703,0.1881074125709541,0.23455336113127467,10,-0.003143017752406635
8,quantile,weibull,0.21078230895996541,0.20763929120755878,0.014311045320021703,0.1881074125709541,0.23455336113127467,10,-0.003143017752406635
8,quantile,linear,0.21078230895996541,0.20763929120755878,0.014311045320021703,0.1881074125709541,0.23455336113127467,10,-0.003143017752406635
8,quantile,median_unbiased,0.21078230895996541,0.20763929120755878,0.014311045320021703,0.1881074125709541,0.23455336113127467,10,-0.003143017752406635
8,quantile,normal_unbiased,0.21078230895996541,0.20763929120755878,0.014311045320021703,0.1881074125709541,0.23455336113127467,10,-0.003143017752406635
8,kmeans,N/A,0.21078230895996541,0.20956888295734113,0.011014762142664551,0.19148140024468208,0.2274008476143099,10,-0.0012134260026242794
16,uniform,N/A,0.21078230895996541,0.2091196741985888,0.010961575520622158,0.19507248482061756,0.22957384483954235,10,-0.0016626347613766246
16,quantile,inverted_cdf,0.21078230895996541,0.21448104655295888,0.013517975796847945,0.1955255469255328,0.25037098150169856,10,0.0036987375929934674
16,quantile,averaged_inverted_cdf,0.21078230895996541,0.21409493199282198,0.013072088547376536,0.19570346943980454,0.24880822750640075,10,0.0033126230328565653
16,quantile,closest_observation,0.21078230895996541,0.21427942343512063,0.012272043036854101,0.19607900074817786,0.24689445513845776,10,0.0034971144751552163
16,quantile,interpolated_inverted_cdf,0.21078230895996541,0.21448104655295888,0.013517975796847945,0.1955255469255328,0.25037098150169856,10,0.0036987375929934674
16,quantile,hazen,0.21078230895996541,0.21409493199282198,0.013072088547376536,0.19570346943980454,0.24880822750640075,10,0.0033126230328565653
16,quantile,weibull,0.21078230895996541,0.21161473765713543,0.013584965276068173,0.19387818070726026,0.24657839278038218,10,0.0008324286971700123
16,quantile,linear,0.21078230895996541,0.2138601052212965,0.013374431470572141,0.19710978258854017,0.24927121950295406,10,0.0030777962613310894
16,quantile,median_unbiased,0.21078230895996541,0.21161473765713543,0.013584965276068173,0.19387818070726026,0.24657839278038218,10,0.0008324286971700123
16,quantile,normal_unbiased,0.21078230895996541,0.21161473765713543,0.013584965276068173,0.19387818070726026,0.24657839278038218,10,0.0008324286971700123
16,kmeans,N/A,0.21078230895996541,0.20874567002322295,0.010567005118892081,0.19038164585963413,0.22899188082705346,10,-0.0020366389367424687
32,uniform,N/A,0.21078230895996541,0.20443898231018628,0.013541201822828832,0.18460031097769214,0.2313862873850565,10,-0.00634332664977913
32,quantile,inverted_cdf,0.21078230895996541,0.20719734972395615,0.014332265073373911,0.18395688207542182,0.23266604806934632,10,-0.0035849592360092664
32,quantile,averaged_inverted_cdf,0.21078230895996541,0.20932139632050317,0.01462964388340002,0.18575780005561038,0.23407952873596405,10,-0.0014609126394622418
32,quantile,closest_observation,0.21078230895996541,0.2106232511038678,0.014768106514517971,0.19106888707309322,0.24160145140135914,10,-0.00015905785609762746
32,quantile,interpolated_inverted_cdf,0.21078230895996541,0.20719734972395615,0.014332265073373911,0.18395688207542182,0.23266604806934632,10,-0.0035849592360092664
32,quantile,hazen,0.21078230895996541,0.21058361939065834,0.014763322623675098,0.18477175406529223,0.23460398713928754,10,-0.0001986895693070756
32,quantile,weibull,0.21078230895996541,0.21070106250278436,0.01250837065363596,0.1905698784331491,0.23207420601643336,10,-8.124645718105006e-05
32,quantile,linear,0.21078230895996541,0.21104798582476098,0.015741898107115775,0.18111785238775813,0.23653112588322944,10,0.00026567686479556096
32,quantile,median_unbiased,0.21078230895996541,0.2088585650953081,0.013163135354783966,0.18670398230987284,0.23168257683011317,10,-0.0019237438646573235
32,quantile,normal_unbiased,0.21078230895996541,0.2088585650953081,0.013163135354783966,0.18670398230987284,0.23168257683011317,10,-0.0019237438646573235
32,kmeans,N/A,0.21078230895996541,0.21132524572442196,0.014807851783663475,0.18893636088508892,0.24838547190791482,10,0.0005429367644565475
64,uniform,N/A,0.21078230895996541,0.2078691341829761,0.012274004359777407,0.1853970994403149,0.22248514770160277,10,-0.0029131747769893246
64,quantile,inverted_cdf,0.21078230895996541,0.2200559072391138,0.010694274490313347,0.20420516660860533,0.2356971852487526,10,0.009273598279148393
64,quantile,averaged_inverted_cdf,0.21078230895996541,0.22122358955463342,0.01210163473098205,0.20107110219405477,0.24276627279643526,10,0.010441280594668007
64,quantile,closest_observation,0.21078230895996541,0.22262050663853605,0.01377833929492005,0.2049661025261733,0.24772111426983479,10,0.011838197678570639
64,quantile,interpolated_inverted_cdf,0.21078230895996541,0.2200559072391138,0.010694274490313347,0.20420516660860533,0.2356971852487526,10,0.009273598279148393
64,quantile,hazen,0.21078230895996541,0.22352074601466354,0.011721060171625433,0.19937595750543147,0.24048846911901212,10,0.012738437054698126
64,quantile,weibull,0.21078230895996541,0.2197880992451311,0.012544374650044246,0.20348795324038593,0.23989190288103246,10,0.009005790285165682
64,quantile,linear,0.21078230895996541,0.22436967801063973,0.012241033941226543,0.2021876822052946,0.24150738446300668,10,0.013587369050674314
64,quantile,median_unbiased,0.21078230895996541,0.22140975731329937,0.01088272242483723,0.20422861169787443,0.23898808375276248,10,0.010627448353333957
64,quantile,normal_unbiased,0.21078230895996541,0.22122480865225502,0.011103927575930999,0.20325191820357524,0.23906283783279836,10,0.010442499692289609
64,kmeans,N/A,0.21078230895996541,0.2139631952252011,0.013088971610014847,0.19209640288589225,0.23240338123569582,10,0.0031808862652356884
100,uniform,N/A,0.21078230895996541,0.2048568048693115,0.014822327847442815,0.18507503698263816,0.22865974610743778,10,-0.005925504090653927
100,quantile,inverted_cdf,0.21078230895996541,0.21262293082101058,0.0085180349235293,0.1979854055858732,0.2253591858579289,10,0.0018406218610451663
100,quantile,averaged_inverted_cdf,0.21078230895996541,0.21273311412881296,0.008612904198819098,0.19753928581605273,0.22533403495249638,10,0.001950805168847547
100,quantile,closest_observation,0.21078230895996541,0.22926055914804705,0.008533960215081725,0.2115107432245622,0.24145399439660986,10,0.018478250188081635
100,quantile,interpolated_inverted_cdf,0.21078230895996541,0.21262293082101058,0.0085180349235293,0.1979854055858732,0.2253591858579289,10,0.0018406218610451663
